user_id,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10
1,5122,6103,6997,10854,10557,6654,9322,5402,8219,5839
2,12274,12386,13282,11159,11675,13688,13292,13384,10711,11706
3,4600,12776,8019,14646,9044,7638,6894,8219,7754,6108
4,4600,8219,9512,7638,12776,8983,7837,9279,9461,7358
5,4600,12776,8019,14646,9044,7638,6894,8219,7754,6108
6,5460,8207,6865,8431,8554,6650,6710,7884,8799,8399
7,12826,14710,14358,14756,14777,14593,14697,13292,14499,14168
8,6998,12410,12386,8879,7608,10160,9461,12655,8399,10173
9,12051,7638,10895,12569,7843,12274,11018,10066,8019,10271
10,4600,12776,8019,14646,9044,7638,6894,8219,7754,6108
11,5970,12274,13292,9051,8726,12922,11198,13335,11675,12405
12,13292,12826,12911,13484,13156,12922,14767,14697,13736,13505
13,14976,12776,13485,14446,12272,13282,12664,13876,13335,13292
14,5357,7811,7369,8814,13315,10066,7950,10703,13506,11706
15,13292,9988,12274,13748,12625,12051,12007,11658,12405,12826
16,12900,14358,14493,14168,13315,14665,14767,13748,12585,13292
17,9044,5949,7700,7754,8319,8712,7843,8726,8440,8887
18,7974,12908,11535,11522,12274,13282,13129,12922,13292,12625
19,9712,14358,14168,13674,12942,13315,12051,12569,12755,14704
20,4600,12776,8019,9044,7638,6894,14646,8219,7754,6108
21,4600,12776,8019,9044,7638,6894,14646,8219,7754,6108
22,14358,14168,13292,14767,14146,12826,14593,13553,14990,14817
23,8799,10066,5896,7638,6997,7390,10366,10773,10456,12942
24,5557,6010,6450,6645,6768,6859,8774,7975,7754,4250
25,13613,14358,14593,14168,13292,13553,12826,14704,14710,14697
26,13344,14168,14358,14593,12776,13282,12826,14697,14675,12266
27,4600,12776,8019,14646,9044,7638,6894,8219,7754,6108
28,4600,8019,12776,7754,7638,6894,9044,8219,6108,14646
29,14168,12826,14358,14704,13292,13282,13736,13777,13748,13349
30,12645,13553,12826,11656,13292,12405,12138,14710,13254,13282
31,2721,4557,3782,4668,5689,4767,3259,4236,4140,4530
32,14168,14767,12826,14358,13292,14817,14035,13748,13077,13335
33,8021,7811,13129,8814,9113,9833,10173,11577,7593,13748
34,13292,14163,12922,12780,11060,11911,11810,12807,10039,7811
35,12826,13292,14168,14593,14358,12688,12776,13335,14876,12922
36,14358,14168,14593,14283,13072,13770,14710,14817,12585,14767
37,12352,14446,12664,14976,14742,13668,14169,13282,14895,14140
38,14446,12776,9569,12922,13344,14976,13335,13156,13292,11851
39,7847,12007,11646,13636,13292,12908,13315,14358,12272,13748
40,14358,12922,13292,12908,14665,13335,14697,14767,12657,13410
41,5541,7390,10066,7594,7593,7754,7638,9044,8726,10271
42,6690,10719,12569,12051,8399,10094,12755,13053,12639,12942
43,11365,12922,12625,14358,13292,13335,13156,14767,12826,13688
44,5541,7390,10066,7754,7594,7593,10271,8152,8712,7843
45,14358,12625,14168,12908,13410,12911,13876,13485,14593,11597
46,14358,13940,10557,14710,13335,13292,13748,12274,12386,13553
47,13292,14767,13649,14358,13748,12826,14277,14990,13553,14665
48,13878,12318,4715,3433,4931,4713,8814,5777,3633,4767
49,12405,14710,12274,11658,12513,13129,12051,13292,12569,13748
50,14358,14168,12610,13292,12826,13553,14710,14593,14704,13748
51,12274,13292,13748,14358,12922,10206,13129,13335,13156,12374
52,14358,13292,13335,13156,13553,14168,14767,13748,13876,12585
53,10066,12051,12274,8774,8799,5537,11045,13315,10854,9051
54,12051,14358,12625,13940,12942,12274,13549,13553,14593,14168
55,5077,7700,7950,11992,9165,4906,6114,5937,12908,5104
56,4508,4236,5619,5286,7216,5071,4925,4907,5420,4339
57,12274,12386,11159,13282,11675,13688,13384,13292,10711,11706
58,12459,13292,12908,13553,14665,12460,13335,12274,14710,13077
59,13292,12908,12922,13505,12322,12780,12547,13310,13484,14163
60,11214,12489,13553,12908,13599,12826,13129,12479,11658,14710
61,13282,14593,13292,12826,14358,14697,13156,11634,13553,14710
62,12908,12541,4207,7754,9476,13292,11162,9419,11656,12547
63,7942,12922,13292,11669,13748,8399,10441,13636,13156,14242
64,4945,14195,6103,6007,4658,8887,4099,4410,3829,9476
65,13476,12081,13292,13973,14586,13282,10589,14066,12826,14067
66,14358,9044,14710,14168,12051,14593,13129,13292,13485,12274
67,8279,12738,12776,12655,7837,11998,14406,14665,13368,14767
68,13282,14593,12826,14358,13292,14697,13688,12776,13156,11634
69,13282,14593,14358,12826,13292,14697,13156,13688,13553,14710
70,5357,7811,13315,8814,7369,7950,10066,10703,6639,12318
71,14358,14168,12826,13292,13748,14704,14710,12585,14767,13553
72,5357,7811,10703,6368,7950,7837,7593,10115,8712,8271
73,5357,7811,13315,8814,7369,7950,10066,10703,6639,12318
74,14767,12142,14242,13292,14697,14098,13636,14358,13748,11998
75,7700,6379,8684,8726,9071,7811,9942,9142,10442,8365
76,9190,12513,13292,12922,11592,11658,13636,12906,12036,12555
77,5357,7811,13315,8814,7369,7950,10066,10703,6639,12318
78,14168,13292,12911,14704,13156,12922,14358,12759,14767,12826
79,14358,13553,13282,13292,12826,14710,13748,12405,14593,13688
